corridor_id,hour_of_day,ambient_light,street_light_func,crime_risk_index,foot_traffic,risk_code
Sarbet,14,0.7798509888933498,0.4876670686212644,7.2344366235491195,15.143231436996329,1
Ayat,22,0.039618825348357145,0.6522242595454725,5.356565993475786,47.74161894803537,2
Gotera,9,0.48050694725782894,0.9505310525862035,8.361177032072488,60.180673394544726,1
Ayat,18,0.10493017841817487,0.6006510665483559,8.213883629006943,58.17366474211867,1
Gotera,16,0.24204501586252747,0.7435939161765598,8.433261677878832,40.14617790890432,1
Sarbet,4,0.9866625932671464,0.5062660594952028,4.850946599795401,33.80844093662614,1
Ayat,3,0.14249554290151323,0.6341040313763313,3.3362839583686563,12.68240225504188,2
Piazza,9,0.49888815345135606,0.07093221613377343,7.9155820259137,39.17424505622782,2
Megenagna,23,0.6181557343181191,0.254391580841847,4.51294113029255,16.266081510548513,2
Sarbet,16,0.702464970544104,0.3618530932051387,1.834421964034345,73.43656764922184,0
Gotera,9,0.5596486834869141,0.47249335500651357,8.549740195614744,20.883093549458998,2
Merkato,16,0.00977084741918366,0.045648745502383736,8.825598767723474,5.856530528453385,2
Gotera,19,0.3264613082439919,0.14002409755331768,4.663097561401701,55.236613781723435,1
Merkato,23,0.5177116433847114,0.2768143077913058,0.7569972730978747,59.52297327194016,1
Bole,4,0.08786649914483335,0.9715326909010507,3.8782608991693124,87.19130612805056,1
Ayat,1,0.35062693120918076,0.33134700710305076,8.035376594626033,57.69816124176819,2
Merkato,5,0.033203108791366565,0.48204105811208253,9.017740285462287,34.54808537234457,2
Gotera,20,0.07857849715502074,0.19609771273839294,2.0347274249759586,80.30118815263205,1
Bole,1,0.39692327620159606,0.6107800710757683,0.6697361202527152,54.027889318742105,1
Megenagna,12,0.13271575404306035,0.2806832155159743,8.773504531328387,7.928028463119174,2
Piazza,10,0.5675408482615582,0.20699257843842678,3.894049389788753,56.58505603132467,1
Piazza,10,0.6894649691372657,0.5165726284459791,5.417609642675632,90.80185454216624,0
Piazza,15,0.8005866991090829,0.005505799160420821,9.680658120507589,39.631262549822054,2
Merkato,10,0.2001502442448101,0.0076640326492253275,0.6656472791422285,29.632580189980008,1
Megenagna,18,0.16748258225906976,0.21906880910185778,6.483180074520956,14.346945701802005,2
Merkato,14,0.10456784033440025,0.03672136250082114,0.7410542257486707,15.144552193535732,1
Ayat,22,0.6364302495436367,0.10802575413069138,3.7546892846650035,43.27714843418189,2
Merkato,22,0.7064757264869012,0.3388606493387516,8.038145451934467,59.56798241615295,2
Megenagna,15,0.03158614482564204,0.8025856795798129,4.334722327556344,8.061540516960175,1
Megenagna,10,0.9362122462436898,0.5720486433693008,9.971823539029504,93.95685890251657,1
Ayat,21,0.05197128365147241,0.5126677259564164,5.590592849466022,75.51336174451959,1
Megenagna,15,0.5412963353010705,0.29348882320812164,3.2116215263595347,58.66239182836627,1
Gotera,7,0.7090605194509164,0.9317537194328164,2.2011132590475313,82.84386709389908,0
Megenagna,3,0.8709691237460856,0.39701504123719167,3.5052053428616183,8.01867568121133,2
Piazza,7,0.7140869321324278,0.08709276679577149,3.725332737595508,47.68388777331244,1
Gotera,3,0.8017280830697918,0.6170665161178013,0.6871367772396098,63.00931268616634,1
Gotera,23,0.33945019254280606,0.11383839347660141,3.6957419942677316,82.86529061182893,2
Ayat,2,0.8148251137465122,0.3452231428016921,4.642385197392249,78.34695600492677,1
Kazanchis,2,0.08011484638467514,0.5074119387178089,7.227377522388046,27.706924971339962,2
Kazanchis,17,0.8948166560605276,0.8742225246851758,6.56729484721608,94.08801695592042,0
Megenagna,18,0.5475923761537362,0.49354658034011867,7.087656552291542,12.434584143087035,2
Gotera,18,0.8172977699624937,0.7022587660316643,0.08363681876857099,87.51336186211522,0
Kazanchis,20,0.45231828451830014,0.9928168389990704,2.1766739958053605,97.09402496046185,0
Kazanchis,4,0.643577695196525,0.13148911989798162,6.616842883998565,17.715352322262557,2
Megenagna,17,0.5264026609361132,0.2747315255195195,4.839893681797472,72.20660642037853,1
Kazanchis,9,0.7315895217553319,0.3945760755976464,0.05313475668345946,4.028551877799846,1
Merkato,21,0.08162998203058958,0.42182817853883137,8.044946424318223,40.542282513915495,2
Bole,20,0.0603520839905638,0.41102107526554577,7.728095732903374,51.6283299197674,2
Ayat,5,0.24710323401014644,0.9076110025565549,5.484191629935626,58.064522590963406,1
Bole,0,0.15954468011318834,0.7140326444668564,0.6646332577627212,93.59372482485595,1
Megenagna,4,0.8717835665922017,0.6079052140907037,7.665150495325847,67.22506872941946,1
Piazza,8,0.21921398735804432,0.3093727178627821,5.8371358773136395,48.1277951219237,1
Ayat,11,0.9758652558191313,0.8237903842212947,7.8195997715795915,80.96750362658894,0
Megenagna,13,0.33689579177110685,0.9550605114849889,7.517469923958404,95.05328209544089,0
Gotera,1,0.18211791568869928,0.8211982825502265,8.03002071957837,2.2066148682290843,2
Piazza,16,0.7896985071424791,0.0015651051914729042,5.1800806640462485,98.25212722560387,1
Bole,13,0.6587077755008761,0.636401370183407,1.40324518193515,8.613213906368033,1
Megenagna,12,0.498195716453139,0.051135381442100725,6.711574733796887,81.43867792687614,1
Gotera,8,0.5553635509376312,0.25760722033372185,6.204737850519706,28.033475255141248,1
Ayat,14,0.7192017782722638,0.059524700347771686,7.422531871990872,13.217965775387174,2
Ayat,21,0.22845474133129873,0.6037954529493877,1.698810060507353,43.98556397138349,1
Sarbet,14,0.9963339160567419,0.6865899134926068,1.9497519990028922,64.39565794476135,0
Gotera,23,0.9747931621467831,0.11448763806590512,8.904095172193285,38.0951845023475,2
Merkato,10,0.6503256863469369,0.3838388830449795,7.499777984520708,5.456540828269896,2
Kazanchis,15,0.19954245092914513,0.456236508955542,9.08228488700323,59.94611396587166,2
Piazza,16,0.6802282424312913,0.3690530217609166,7.587153211639207,90.24032761106747,1
Gotera,3,0.07219840897917584,0.12102500048519305,5.971553059903019,38.32153659472517,2
Sarbet,0,0.030652502205806065,0.4189477901874754,6.5413273702787365,21.633277763082702,2
Kazanchis,7,0.2576828885112137,0.7511780478084181,8.891279239400099,44.25773459328154,1
Kazanchis,16,0.4626229567393163,0.07100766453325547,5.7880675451194055,4.836271104878087,2
Megenagna,2,0.8682725054083805,0.08018001408190345,6.323913243283874,82.04875844802748,2
Kazanchis,19,0.727169069766308,0.3547712918359842,1.5647671600360058,82.63408109501867,0
Merkato,14,0.742706521199981,0.941725711618925,4.739212201161028,58.800046342962844,0
Ayat,14,0.42549333444807536,0.668572646722914,7.16397111958099,35.31028889383895,1
Sarbet,23,0.3459349925469629,0.6786699566725648,2.709426983163654,79.97833644457833,1
Kazanchis,21,0.3710387629846027,0.36191999083786497,2.022541805245349,55.46870247883672,1
Megenagna,13,0.9876495637360578,0.5936607912085384,3.1382680822441555,82.59323085500162,0
Merkato,22,0.04010919141248248,0.010131184027743378,2.4150062799283347,63.14587925830206,2
Bole,13,0.8670314961224486,0.6360960464095422,2.1491263703639585,78.44054732127972,0
Ayat,23,0.5786754085723934,0.9132869475762367,4.24850842868087,59.856299321776,1
Ayat,1,0.43861541918959046,0.6125734683448192,9.07838513883534,41.41410682156662,2
Sarbet,12,0.7252576604151365,0.873698593466345,5.070596467387183,95.79458599261376,0
Ayat,13,0.48666894142470285,0.7239730554660938,1.8792038081532303,54.11138248788448,0
Kazanchis,23,0.8734232380816606,0.12055841640369025,0.7697166938087407,60.50895185405384,1
Megenagna,18,0.9007018640112585,0.9024533072858417,6.961561451379252,22.048763941474924,1
Ayat,6,0.4217209268734554,0.06644384435577488,3.827987644363878,62.565078942727645,1
Ayat,2,0.2768277972350516,0.5339674725477638,8.218309465853594,57.160764948294386,2
Bole,14,0.5923503285933622,0.14213712379345766,6.595107686407702,18.483839794702494,2
Bole,22,0.912363345616691,0.011706610730904066,7.962414505413685,5.958709735314372,2
Piazza,13,0.21066218900566658,0.422034260127639,2.7194603941844875,60.43593197147711,1
Merkato,10,0.6229665835634828,0.29504070765415624,6.9235892246105815,76.36922693503206,1
Kazanchis,14,0.6315602200925206,0.486000493797603,2.640619846937188,52.34013709220082,0
Ayat,12,0.733113022415281,0.5771998867345508,9.390684794502915,22.67726253196457,2
Gotera,17,0.1315676851272598,0.04373907230894736,6.363742815333744,66.65219766930349,2
Ayat,5,0.7158249646820886,0.12300329512374564,3.245118001753421,8.010572660960225,1
Megenagna,2,0.909032520665641,0.5586423964504253,2.6951186229227266,44.183370480195464,1
Piazza,18,0.17968310887024197,0.34316735317265823,1.909265850716435,16.33667583984202,1
Merkato,14,0.23754332492387764,0.729173487549448,6.946409588937278,18.445905105988338,2
Gotera,22,0.9713950940416396,0.6522916485919397,2.187156129979273,20.229394915820365,1
Piazza,4,0.18097695270948977,0.8456043629899068,5.953032659274891,38.67070570439779,2
Sarbet,9,0.8543850933695791,0.6924928266692253,2.646350269253573,5.115020562039763,1
Merkato,6,0.4922778564480348,0.42993107739014813,6.619689447938686,39.77934409290982,1
Ayat,16,0.24723107440317704,0.6729666223944324,8.149397285405392,51.170744711470086,1
Ayat,6,0.8707499012725114,0.2753811742554185,7.780252431446532,48.329428496632524,1
Merkato,21,0.4453052550026655,0.3063134987782127,7.608513309307817,38.27841004030405,2
Ayat,11,0.5148173539296902,0.7889851599207933,1.8772240569225207,83.91466080707525,0
Kazanchis,16,0.3592333693997657,0.4464195164015822,0.8838494698451871,14.53266924205041,1
Merkato,12,0.5929508514349274,0.7983803405183525,6.989488284873856,50.5696743781374,1
Piazza,19,0.16352387258502277,0.8224223736682784,3.683472137943513,6.20414169565543,1
Merkato,3,0.3910815366517607,0.8575623376612838,4.3234622640334734,7.1155678877909745,2
Gotera,9,0.9694123223352875,0.9166352358412073,0.31149092793391064,57.38658496770963,0
Ayat,2,0.25813343270112754,0.43098522051329624,2.595764492750492,56.6018424887821,2
Kazanchis,8,0.6567366645412922,0.31886681832113883,0.3367640387446402,87.8033512844457,0
Kazanchis,12,0.3251900642246949,0.5821987465941139,8.791857726012477,55.78736756600732,1
Sarbet,17,0.7734731256866006,0.3711724234376276,2.4339668321853045,95.97910204048502,0
Piazza,14,0.13087366071834983,0.601074166800233,5.5733716957300805,4.869484839992976,2
Bole,3,0.9698210450785447,0.7055858626438246,0.3897932066113041,9.800768478074106,1
Bole,14,0.45378954138363925,0.6884050184921369,6.66847391305658,4.40658615703814,2
Merkato,21,0.23605046334646396,0.37455288702012135,3.230273457540939,18.527685033354004,1
Sarbet,1,0.07349674733001266,0.16686020169875282,8.979191869576658,54.12701109416781,2
Megenagna,14,0.16975790508754074,0.43052933846220753,8.881181889340358,64.5572181427428,2
Merkato,7,0.5197739485560177,0.14259414408190874,3.252906183617478,4.55851579486688,2
Sarbet,7,0.3370031764312863,0.8900970351838083,9.009608956904678,94.59708898455993,1
Piazza,16,0.8288833658826095,0.3458774607378574,9.961576734987789,84.2165376650381,1
Piazza,11,0.43088752366180594,0.15445974722332378,8.254156641239481,29.661248215709314,2
Piazza,18,0.2487142725876299,0.025447759905750877,8.448713477552289,7.718753022646796,2
Piazza,9,0.61714498660403,0.6458223862864843,2.4900873610908993,16.98870732190573,1
Piazza,8,0.7067772168854458,0.6369023174547432,5.767023988577563,12.694441375497266,1
Sarbet,4,0.16704190790094986,0.34060416658129167,0.6725591396736785,12.328377929894685,2
Sarbet,5,0.16761921628831766,0.071711888847651,0.9491793682166971,51.85616886657339,1
Kazanchis,19,0.03667142693354297,0.409628894895232,9.988926120332906,24.58474424934003,2
Gotera,1,0.7364020150656405,0.3112174950633936,3.2663924942591094,35.81397165291445,2
Bole,23,0.6638045276218051,0.6771206397350094,7.481839120488464,98.95053333843225,1
Ayat,12,0.4746308757498139,0.6057792494526903,8.066650530268165,68.43142489253448,1
Piazza,5,0.8441704489691971,0.36459372819754,8.580232710072291,94.89806670470014,1
Megenagna,4,0.8056701529500532,0.2178925542549901,9.976282974021565,14.255655503311559,2
Ayat,0,0.5853543643967521,0.9880359661555919,2.414964852568678,38.21394748325693,1
Sarbet,20,0.8682712805132586,0.45400162119611487,0.40350826859699707,55.47318032823543,0
Megenagna,21,0.20584121003676825,0.688274235780237,4.11191517994586,7.675806188873802,1
Megenagna,20,0.11191961939772788,0.14055296757836078,1.3008066982894695,0.41874436279578653,2
Megenagna,5,0.2697496115169896,0.4855896996593978,0.22425889162055124,67.04343337969175,0
Kazanchis,5,0.05708685608931485,0.027536719869465487,3.604268271414861,64.18195168014353,1
Sarbet,22,0.531169528001032,0.50545511791045,7.837382510752365,41.07888099996118,2
Megenagna,15,0.9366056922949615,0.9640174071177023,5.661806912250709,48.96440760320326,0
Piazza,3,0.03934354066850965,0.3842067129858002,3.1277798921035407,41.54430005920896,2
Merkato,10,0.1221099140100268,0.03899601257491159,6.543420054927197,2.4005044844888856,2
Megenagna,23,0.4521990282834353,0.03095579091934353,2.320181803088107,33.537160621746246,2
Kazanchis,22,0.9338750175279049,0.3879867599468695,0.14381446072085025,17.708225539728982,1
Ayat,8,0.3161561049767505,0.16002493646319405,7.643533864364274,9.842418910136875,2
Sarbet,22,0.5072348086883924,0.023352096328185912,6.237430848640091,95.67204338893498,2
Gotera,2,0.0415728590503921,0.7562136139501768,7.6230262450096,59.935972504216565,2
Kazanchis,18,0.14834320096208886,0.4585230088818907,0.3893801668766561,72.86562842366027,0
Megenagna,7,0.9866301229588469,0.2892447719726545,8.371196278306522,31.53637432661175,1
Sarbet,4,0.9651186964360455,0.9000831830164807,6.195262000363034,39.31471294940152,1
Merkato,3,0.004939980934409616,0.11613896020052561,5.633953507126401,23.692399389672346,2
Megenagna,23,0.951811785423239,0.9559188289553192,6.246140481145316,9.696567096542474,2
Kazanchis,5,0.6391199378155004,0.3139667173773528,8.644332468683642,17.90316374415838,2
Bole,1,0.8679182945200221,0.8884036723086812,5.86936506558907,79.75140452964858,1
Piazza,19,0.4547398556338591,0.6029428764794615,5.809503798881793,67.75458051837758,1
Gotera,10,0.5155960285792502,0.8267073597414875,9.906791570657658,54.69288759854769,1
Ayat,3,0.4888465802569202,0.9840131632104643,7.56730167068568,47.508987286676806,2
Kazanchis,14,0.6668642575461043,0.2884054378187457,4.422938054511353,92.24342836561244,0
Sarbet,5,0.1396512547563129,0.961135485407593,7.073970000329277,7.273494777866841,2
Gotera,21,0.029973589872677953,0.38948189490242036,3.892304716917885,28.060081323791596,1
Gotera,16,0.3079299415911909,0.3855119047369223,2.28875462483499,34.9937853570714,1
Gotera,23,0.7046807627366467,0.3403871042545057,5.968518768877594,78.24258122127878,1
Megenagna,5,0.20185345212294836,0.5414076073475852,9.281820981139514,99.25146201619714,1
Piazza,18,0.6734324333249173,0.1541450431784871,9.291395200154627,24.067051475715306,2
Megenagna,1,0.9699120461072704,0.5537114853580112,3.419052781054903,87.43073341370805,1
Sarbet,14,0.09390071578941839,0.541704812410004,5.276774662216949,83.06227604317912,1
Megenagna,10,0.6726021182251263,0.76190181260487,2.116358985698612,22.46573976417666,1
Bole,7,0.44375021930457115,0.8336499619375856,9.956311094988834,39.933258019922256,1
Piazza,18,0.8681422543775054,0.44044135031242404,9.811179078679357,40.96728692925191,1
Piazza,12,0.1771497894473859,0.30233324935149375,6.495089297074474,97.82206685265584,1
Sarbet,11,0.6926259522261645,0.25933489731709447,8.044140596774733,18.089190137889833,2
Ayat,4,0.8381152896481102,0.19462383670487193,7.151001612837,79.91579711047821,2
Bole,5,0.9446142194740232,0.05764758219902488,5.931582190394682,33.419271417310995,1
Kazanchis,21,0.6832480282896458,0.34244797883471334,0.533479969888977,73.08703457761604,0
Megenagna,3,0.4971747640084273,0.27024769213078326,4.54764342552661,42.001100429566286,2
Merkato,18,0.6178472402012138,0.9664173858664074,6.747863021674105,57.835976311654,1
Megenagna,19,0.8689049844787182,0.5577088262500439,6.775316138836846,83.26117733261312,0
Gotera,0,0.5706097466388297,0.34727703903050755,3.7312261842238357,80.41655649838842,1
Megenagna,19,0.03038705969683686,0.580467600993696,9.416919866580306,86.64231835397001,1
Kazanchis,16,0.9309486955069778,0.1391967013456955,1.67357032236781,5.961732534465902,1
Megenagna,11,0.6895267510315611,0.4440437492022029,5.003594462155606,69.20505530397449,1
Bole,14,0.6765133857772465,0.6262343214210638,6.908839765508228,13.998737672176286,1
Bole,0,0.21567515239771717,0.4888978317924514,6.971358058918092,41.5818568018411,2
Piazza,13,0.6588854702326572,0.40177880065432425,6.486389567688155,54.858841505468845,1
Sarbet,5,0.3938644056541585,0.9938483888996982,2.7528821345186016,40.273948474683074,0
Ayat,4,0.6512329770414921,0.880314762148927,1.5620656868662197,51.961167580300746,1
Merkato,10,0.10659303030799072,0.6234059581594401,6.3594032682671084,99.65263087986192,1
Gotera,3,0.657845304603036,0.5693773611822828,5.993021161394378,13.521731371285473,2
Megenagna,12,0.9994137257706666,0.620660479824584,1.7935601028924097,67.54560453364256,0
Megenagna,10,0.04821203886055603,0.20131210782243325,7.051391455705634,39.600096638561524,2
Kazanchis,2,0.9771741842213173,0.3951377432643186,4.551719917336564,13.300979890732878,2
Sarbet,0,0.4069079607228706,0.03945953289089932,6.6776059160315295,15.873676337430954,2
Bole,5,0.8707534503372591,0.47554603748682667,8.373670797701507,94.92731062456168,0
Merkato,17,0.7823854840582735,0.5430245839576632,1.6972842857692316,87.9601496711762,0
Piazza,23,0.5670162609866678,0.2277497361032096,0.1914486799683668,90.70419604150219,1
Bole,9,0.7384492092513265,0.9640288471655137,7.791025863957868,99.15327758273865,0
Gotera,4,0.8785155613013479,0.909454610937242,6.096974251526159,20.831539000851794,2
Sarbet,22,0.404140321651033,0.7221432354559059,6.996395696221217,35.543933736406174,2
Gotera,9,0.3270331615632387,0.5333866287653626,8.381549749886425,66.92190299248666,1
Ayat,11,0.6675933855635847,0.869969159647685,8.028109348245005,48.38025398606472,1
Piazza,1,0.8078459419412586,0.1306523438234629,9.609201469288246,41.83895333783335,2
Ayat,12,0.7622851347766157,0.790509794274885,5.359350788521182,35.781124933559305,1
Kazanchis,7,0.7978136488586345,0.1248208139668483,4.884956326599053,59.37806319434522,1
Gotera,1,0.435583314812933,0.7942106625494054,4.018871998907301,57.5593428640082,1
Kazanchis,19,0.8178342161750216,0.27576756825135695,1.5369104284420454,16.14578340642401,1
Megenagna,0,0.12020905537060844,0.8770905810181889,5.726072328820225,47.173983751843906,2
Ayat,4,0.5444890979608495,0.9440420938253978,2.7701252432597876,55.347177620984986,1
